"No.","Time","Source","Destination","Src. Port","Dst. Port","Protocol","Length","Info"
"6653","14:57:00,494316","10.87.173.45","192.168.200.103","7074","49556","HTTP","60","HTTP/1.1 403 Forbidden "
"6660","14:57:00,527159","192.168.200.103","10.87.173.45","49557","7074","HTTP","338","GET /v1/patches/E/C/F/A/cfe1530fe4357ee9a7e83051a7d9abe5-ecfaa04fac161be19d5d187c40769bbc-mdx_xf2.cvd.gzip HTTP/1.1 "
"6664","14:57:00,530230","10.87.173.45","192.168.200.103","7074","49557","HTTP","60","HTTP/1.1 403 Forbidden "
"6669","14:57:00,580033","192.168.200.103","10.87.173.45","49558","7074","HTTP","338","GET /v1/patches/0/9/6/0/79eee7bc900c413c492c09c5a93004d4-0960c00da61d4af3af77342f6f536314-regarch.xmd.gzip HTTP/1.1 "
"6673","14:57:00,583245","10.87.173.45","192.168.200.103","7074","49558","HTTP","60","HTTP/1.1 403 Forbidden "
"6678","14:57:00,638103","192.168.200.103","10.87.173.45","49559","7074","HTTP","334","GET /v1/patches/1/B/0/D/96bb20c1a6e4e2d7fd7c863d21af1f65-1b0d9a96f4f2d7a7d87c3196d5aab4fd-sfx.xmd.gzip HTTP/1.1 "
"6682","14:57:00,641221","10.87.173.45","192.168.200.103","7074","49559","HTTP","60","HTTP/1.1 403 Forbidden "
"6687","14:57:00,683557","192.168.200.103","10.87.173.45","49560","7074","HTTP","334","GET /v1/patches/F/A/0/4/01f1534d3152cd95282259463e04659e-fa04ea9007defbd7d7cac4545c5f0194-swf.xmd.gzip HTTP/1.1 "
"6691","14:57:00,686698","10.87.173.45","192.168.200.103","7074","49560","HTTP","60","HTTP/1.1 403 Forbidden "
"6696","14:57:00,708611","192.168.200.103","10.87.173.45","49561","7074","HTTP","339","GET /v1/patches/3/2/A/C/fe3b097d137142bdb871d1b7eff89e38-32acf43724b4b040dd7e901b988f4dd2-tkndet01.cvd.gzip HTTP/1.1 "
"6700","14:57:00,711637","10.87.173.45","192.168.200.103","7074","49561","HTTP","60","HTTP/1.1 403 Forbidden "
"6705","14:57:00,733142","192.168.200.103","10.87.173.45","49562","7074","HTTP","338","GET /v1/patches/9/3/0/A/ad3b856ba34e8a4f9f17170c1e94f206-930a72c701c6e334205c085f7fec2c6b-tknscan.cvd.gzip HTTP/1.1 "
"6709","14:57:00,736351","10.87.173.45","192.168.200.103","7074","49562","HTTP","60","HTTP/1.1 403 Forbidden "
"6714","14:57:00,758571","192.168.200.103","10.87.173.45","49563","7074","HTTP","336","GET /v1/patches/4/3/6/B/f15524a3d916212142b2b242d406b282-436beeef50bfc3e414ea92962104f6e3-vbaid.cvd.gzip HTTP/1.1 "
"6718","14:57:00,761802","10.87.173.45","192.168.200.103","7074","49563","HTTP","60","HTTP/1.1 403 Forbidden "
"6724","14:57:00,820920","192.168.200.103","10.87.173.45","49564","7074","HTTP","336","GET /v1/patches/E/9/9/7/3237be0035dd29a4ac3761b88103facc-e99769ef1f208122c46241efbce3d64c-vbtok.cvd.gzip HTTP/1.1 "
"6728","14:57:00,823983","10.87.173.45","192.168.200.103","7074","49564","HTTP","60","HTTP/1.1 403 Forbidden "
"6733","14:57:00,867647","192.168.200.103","10.87.173.45","49565","7074","HTTP","340","GET /v1/patches/A/5/F/3/2e2a9a5fe908a8e5e3d4bfbb119bb936-a5f3c71b130fd53d1b6a46cf1dd01b11-smartdbv2.dat.gzip HTTP/1.1 "
"6737","14:57:00,870836","10.87.173.45","192.168.200.103","7074","49565","HTTP","60","HTTP/1.1 403 Forbidden "
"6742","14:57:00,911732","192.168.200.103","10.87.173.45","49566","7074","HTTP","281","GET /av64bit-eps_62629/avx/Plugins/aitok.cvd.gzip HTTP/1.1 "
"6809","14:57:00,921669","10.87.173.45","192.168.200.103","7074","49566","HTTP","1426","HTTP/1.1 200 OK  (text/plain)"
"6812","14:57:01,209755","192.168.200.103","10.87.173.45","49566","7074","HTTP","280","GET /av64bit-eps_62629/avx/Plugins/amsi.cvd.gzip HTTP/1.1 "
"6816","14:57:01,272894","10.87.173.45","192.168.200.103","7074","49566","HTTP","423","HTTP/1.1 200 OK  (text/plain)"
"6822","14:57:01,535154","192.168.200.103","10.87.173.45","49566","7074","HTTP","280","GET /av64bit-eps_62629/avx/Plugins/amsi.xmd.gzip HTTP/1.1 "
"6870","14:57:01,541576","10.87.173.45","192.168.200.103","7074","49566","HTTP","265","HTTP/1.1 200 OK  (text/plain)"
"6873","14:57:01,786207","192.168.200.103","10.87.173.45","49566","7074","HTTP","280","GET /av64bit-eps_62629/avx/Plugins/auto.cvd.gzip HTTP/1.1 "
"7218","14:57:01,816790","10.87.173.45","192.168.200.103","7074","49566","HTTP","82","HTTP/1.1 200 OK  (text/plain)"
"7220","14:57:02,241562","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/ceva_dll.cvd.gzip HTTP/1.1 "
"7443","14:57:02,262230","10.87.173.45","192.168.200.103","7074","49566","HTTP","662","HTTP/1.1 200 OK  (text/plain)"
"7448","14:57:02,526359","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/ceva_vfs.cvd.gzip HTTP/1.1 "
"8456","14:57:02,611395","10.87.173.45","192.168.200.103","7074","49566","HTTP","68","HTTP/1.1 200 OK  (text/plain)"
"8458","14:57:03,195694","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv0.gzip HTTP/1.1 "
"8843","14:57:03,229648","10.87.173.45","192.168.200.103","7074","49566","HTTP","491","HTTP/1.1 200 OK  (text/plain)"
"8847","14:57:03,642456","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv1.gzip HTTP/1.1 "
"9523","14:57:03,700172","10.87.173.45","192.168.200.103","7074","49566","HTTP","410","HTTP/1.1 200 OK  (text/plain)"
"9526","14:57:04,155536","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv2.gzip HTTP/1.1 "
"11927","14:57:04,365037","10.87.173.45","192.168.200.103","7074","49566","HTTP","990","HTTP/1.1 200 OK  (text/plain)"
"11943","14:57:05,236445","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv3.gzip HTTP/1.1 "
"13201","14:57:05,341741","10.87.173.45","192.168.200.103","7074","49566","HTTP","127","HTTP/1.1 200 OK  (text/plain)"
"13208","14:57:05,977983","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv4.gzip HTTP/1.1 "
"13293","14:57:05,987302","10.87.173.45","192.168.200.103","7074","49566","HTTP","221","HTTP/1.1 200 OK  (text/plain)"
"13298","14:57:06,282153","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv5.gzip HTTP/1.1 "
"14163","14:57:06,355585","10.87.173.45","192.168.200.103","7074","49566","HTTP","361","HTTP/1.1 200 OK  (text/plain)"
"14165","14:57:06,774473","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.rv8.gzip HTTP/1.1 "
"14893","14:57:06,836501","10.87.173.45","192.168.200.103","7074","49566","HTTP","1471","HTTP/1.1 200 OK  (text/plain)"
"14897","14:57:07,297575","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/cevakrnl.xmd.gzip HTTP/1.1 "
"15312","14:57:07,333843","10.87.173.45","192.168.200.103","7074","49566","HTTP","854","HTTP/1.1 200 OK  (text/plain)"
"15315","14:57:07,703509","192.168.200.103","10.87.173.45","49566","7074","HTTP","280","GET /av64bit-eps_62629/avx/Plugins/cran.ivd.gzip HTTP/1.1 "
"15632","14:57:07,731839","10.87.173.45","192.168.200.103","7074","49566","HTTP","105","HTTP/1.1 200 OK  (text/plain)"
"15635","14:57:08,069672","192.168.200.103","10.87.173.45","49566","7074","HTTP","283","GET /av64bit-eps_62629/avx/Plugins/docfile.xmd.gzip HTTP/1.1 "
"15732","14:57:08,081180","10.87.173.45","192.168.200.103","7074","49566","HTTP","1430","HTTP/1.1 200 OK  (text/plain)"
"15734","14:57:08,364612","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.cvd.gzip HTTP/1.1 "
"16102","14:57:08,397065","10.87.173.45","192.168.200.103","7074","49566","HTTP","519","HTTP/1.1 200 OK  (text/plain)"
"16106","14:57:08,713976","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i00.gzip HTTP/1.1 "
"16138","14:57:08,724114","10.87.173.45","192.168.200.103","7074","49566","HTTP","928","HTTP/1.1 200 OK  (text/plain)"
"16140","14:57:08,920292","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i01.gzip HTTP/1.1 "
"16400","14:57:08,943955","10.87.173.45","192.168.200.103","7074","49566","HTTP","898","HTTP/1.1 200 OK  (text/plain)"
"16403","14:57:09,226947","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i02.gzip HTTP/1.1 "
"16661","14:57:09,250450","10.87.173.45","192.168.200.103","7074","49566","HTTP","1210","HTTP/1.1 200 OK  (text/plain)"
"16664","14:57:09,553011","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i03.gzip HTTP/1.1 "
"16935","14:57:09,577642","10.87.173.45","192.168.200.103","7074","49566","HTTP","1397","HTTP/1.1 200 OK  (text/plain)"
"16937","14:57:09,807868","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i04.gzip HTTP/1.1 "
"17165","14:57:09,828932","10.87.173.45","192.168.200.103","7074","49566","HTTP","72","HTTP/1.1 200 OK  (text/plain)"
"17170","14:57:10,099442","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i05.gzip HTTP/1.1 "
"17399","14:57:10,120571","10.87.173.45","192.168.200.103","7074","49566","HTTP","454","HTTP/1.1 200 OK  (text/plain)"
"17401","14:57:10,384540","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i06.gzip HTTP/1.1 "
"17671","14:57:10,412965","10.87.173.45","192.168.200.103","7074","49566","HTTP","156","HTTP/1.1 200 OK  (text/plain)"
"17675","14:57:10,629131","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i07.gzip HTTP/1.1 "
"17926","14:57:10,653266","10.87.173.45","192.168.200.103","7074","49566","HTTP","1140","HTTP/1.1 200 OK  (text/plain)"
"17930","14:57:10,876920","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i08.gzip HTTP/1.1 "
"18185","14:57:10,900094","10.87.173.45","192.168.200.103","7074","49566","HTTP","85","HTTP/1.1 200 OK  (text/plain)"
"18188","14:57:11,189914","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i09.gzip HTTP/1.1 "
"18423","14:57:11,211500","10.87.173.45","192.168.200.103","7074","49566","HTTP","519","HTTP/1.1 200 OK  (text/plain)"
"18428","14:57:11,526914","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i10.gzip HTTP/1.1 "
"18669","14:57:11,549042","10.87.173.45","192.168.200.103","7074","49566","HTTP","712","HTTP/1.1 200 OK  (text/plain)"
"18673","14:57:12,116651","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i11.gzip HTTP/1.1 "
"18932","14:57:12,140232","10.87.173.45","192.168.200.103","7074","49566","HTTP","718","HTTP/1.1 200 OK  (text/plain)"
"18935","14:57:12,450803","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i12.gzip HTTP/1.1 "
"19192","14:57:12,474484","10.87.173.45","192.168.200.103","7074","49566","HTTP","1159","HTTP/1.1 200 OK  (text/plain)"
"19195","14:57:12,807160","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i13.gzip HTTP/1.1 "
"19442","14:57:12,829913","10.87.173.45","192.168.200.103","7074","49566","HTTP","1147","HTTP/1.1 200 OK  (text/plain)"
"19444","14:57:13,102646","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i14.gzip HTTP/1.1 "
"19695","14:57:13,125671","10.87.173.45","192.168.200.103","7074","49566","HTTP","1299","HTTP/1.1 200 OK  (text/plain)"
"19699","14:57:13,501089","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i15.gzip HTTP/1.1 "
"19922","14:57:13,521768","10.87.173.45","192.168.200.103","7074","49566","HTTP","1010","HTTP/1.1 200 OK  (text/plain)"
"19925","14:57:13,859111","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i16.gzip HTTP/1.1 "
"20166","14:57:13,886266","10.87.173.45","192.168.200.103","7074","49566","HTTP","1484","HTTP/1.1 200 OK  (text/plain)"
"20169","14:57:14,160491","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i17.gzip HTTP/1.1 "
"20399","14:57:14,183688","10.87.173.45","192.168.200.103","7074","49566","HTTP","225","HTTP/1.1 200 OK  (text/plain)"
"20402","14:57:14,477905","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i18.gzip HTTP/1.1 "
"20656","14:57:14,501061","10.87.173.45","192.168.200.103","7074","49566","HTTP","738","HTTP/1.1 200 OK  (text/plain)"
"20658","14:57:14,811869","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i19.gzip HTTP/1.1 "
"20908","14:57:14,836669","10.87.173.45","192.168.200.103","7074","49566","HTTP","581","HTTP/1.1 200 OK  (text/plain)"
"20913","14:57:15,198662","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i20.gzip HTTP/1.1 "
"21189","14:57:15,223677","10.87.173.45","192.168.200.103","7074","49566","HTTP","223","HTTP/1.1 200 OK  (text/plain)"
"21192","14:57:15,503466","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i21.gzip HTTP/1.1 "
"21428","14:57:15,525196","10.87.173.45","192.168.200.103","7074","49566","HTTP","351","HTTP/1.1 200 OK  (text/plain)"
"21430","14:57:15,808109","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i22.gzip HTTP/1.1 "
"21691","14:57:15,836305","10.87.173.45","192.168.200.103","7074","49566","HTTP","377","HTTP/1.1 200 OK  (text/plain)"
"21695","14:57:16,149024","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i23.gzip HTTP/1.1 "
"21954","14:57:16,172583","10.87.173.45","192.168.200.103","7074","49566","HTTP","675","HTTP/1.1 200 OK  (text/plain)"
"21963","14:57:16,403715","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i24.gzip HTTP/1.1 "
"22208","14:57:16,426233","10.87.173.45","192.168.200.103","7074","49566","HTTP","1237","HTTP/1.1 200 OK  (text/plain)"
"22211","14:57:16,787018","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i25.gzip HTTP/1.1 "
"22472","14:57:16,813212","10.87.173.45","192.168.200.103","7074","49566","HTTP","333","HTTP/1.1 200 OK  (text/plain)"
"22476","14:57:17,166855","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i26.gzip HTTP/1.1 "
"22714","14:57:17,188721","10.87.173.45","192.168.200.103","7074","49566","HTTP","534","HTTP/1.1 200 OK  (text/plain)"
"22719","14:57:17,621894","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i27.gzip HTTP/1.1 "
"22966","14:57:17,644489","10.87.173.45","192.168.200.103","7074","49566","HTTP","1397","HTTP/1.1 200 OK  (text/plain)"
"22971","14:57:17,901176","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i28.gzip HTTP/1.1 "
"23254","14:57:17,926703","10.87.173.45","192.168.200.103","7074","49566","HTTP","1400","HTTP/1.1 200 OK  (text/plain)"
"23263","14:57:18,246147","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.i49.gzip HTTP/1.1 "
"23395","14:57:18,259343","10.87.173.45","192.168.200.103","7074","49566","HTTP","87","HTTP/1.1 200 OK  (text/plain)"
"23399","14:57:18,481361","192.168.200.103","10.87.173.45","49566","7074","HTTP","282","GET /av64bit-eps_62629/avx/Plugins/e_spyw.ivd.gzip HTTP/1.1 "
"23898","14:57:18,525287","10.87.173.45","192.168.200.103","7074","49566","HTTP","155","HTTP/1.1 200 OK  (text/plain)"
"23905","14:57:18,834225","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.000.gzip HTTP/1.1 "
"25078","14:57:18,932699","10.87.173.45","192.168.200.103","7074","49566","HTTP","543","HTTP/1.1 200 OK  (text/plain)"
"25088","14:57:19,317945","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.001.gzip HTTP/1.1 "
"25275","14:57:19,343060","10.87.173.45","192.168.200.103","7074","49566","HTTP","374","HTTP/1.1 200 OK  (text/plain)"
"25278","14:57:19,530421","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.004.gzip HTTP/1.1 "
"25463","14:57:19,552302","10.87.173.45","192.168.200.103","7074","49566","HTTP","148","HTTP/1.1 200 OK  (text/plain)"
"25467","14:57:19,768298","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.006.gzip HTTP/1.1 "
"25648","14:57:19,785494","10.87.173.45","192.168.200.103","7074","49566","HTTP","1020","HTTP/1.1 200 OK  (text/plain)"
"25650","14:57:20,001944","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.007.gzip HTTP/1.1 "
"25862","14:57:20,021799","10.87.173.45","192.168.200.103","7074","49566","HTTP","1380","HTTP/1.1 200 OK  (text/plain)"
"25869","14:57:20,284189","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.009.gzip HTTP/1.1 "
"26033","14:57:20,300075","10.87.173.45","192.168.200.103","7074","49566","HTTP","813","HTTP/1.1 200 OK  (text/plain)"
"26036","14:57:20,543039","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.011.gzip HTTP/1.1 "
"26226","14:57:20,560958","10.87.173.45","192.168.200.103","7074","49566","HTTP","921","HTTP/1.1 200 OK  (text/plain)"
"26232","14:57:20,798339","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.012.gzip HTTP/1.1 "
"26404","14:57:20,814783","10.87.173.45","192.168.200.103","7074","49566","HTTP","1247","HTTP/1.1 200 OK  (text/plain)"
"26412","14:57:21,124901","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.015.gzip HTTP/1.1 "
"26601","14:57:21,142746","10.87.173.45","192.168.200.103","7074","49566","HTTP","1484","HTTP/1.1 200 OK  (text/plain)"
"26604","14:57:21,436250","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.017.gzip HTTP/1.1 "
"26792","14:57:21,454092","10.87.173.45","192.168.200.103","7074","49566","HTTP","1134","HTTP/1.1 200 OK  (text/plain)"
"26797","14:57:21,703585","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.018.gzip HTTP/1.1 "
"26984","14:57:21,721328","10.87.173.45","192.168.200.103","7074","49566","HTTP","1215","HTTP/1.1 200 OK  (text/plain)"
"26990","14:57:21,975341","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.019.gzip HTTP/1.1 "
"27174","14:57:21,992768","10.87.173.45","192.168.200.103","7074","49566","HTTP","415","HTTP/1.1 200 OK  (text/plain)"
"27181","14:57:22,199829","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.022.gzip HTTP/1.1 "
"27414","14:57:22,221294","10.87.173.45","192.168.200.103","7074","49566","HTTP","414","HTTP/1.1 200 OK  (text/plain)"
"27423","14:57:22,567153","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.023.gzip HTTP/1.1 "
"27678","14:57:22,590287","10.87.173.45","192.168.200.103","7074","49566","HTTP","348","HTTP/1.1 200 OK  (text/plain)"
"27680","14:57:22,869846","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.024.gzip HTTP/1.1 "
"27894","14:57:22,893419","10.87.173.45","192.168.200.103","7074","49566","HTTP","1107","HTTP/1.1 200 OK  (text/plain)"
"27898","14:57:23,086404","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.025.gzip HTTP/1.1 "
"28058","14:57:23,101739","10.87.173.45","192.168.200.103","7074","49566","HTTP","632","HTTP/1.1 200 OK  (text/plain)"
"28062","14:57:23,410721","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.026.gzip HTTP/1.1 "
"28252","14:57:23,430447","10.87.173.45","192.168.200.103","7074","49566","HTTP","621","HTTP/1.1 200 OK  (text/plain)"
"28255","14:57:23,719586","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.047.gzip HTTP/1.1 "
"28541","14:57:23,748610","10.87.173.45","192.168.200.103","7074","49566","HTTP","918","HTTP/1.1 200 OK  (text/plain)"
"28544","14:57:23,996665","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.083.gzip HTTP/1.1 "
"28752","14:57:24,017302","10.87.173.45","192.168.200.103","7074","49566","HTTP","578","HTTP/1.1 200 OK  (text/plain)"
"28756","14:57:24,293792","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.089.gzip HTTP/1.1 "
"28927","14:57:24,310336","10.87.173.45","192.168.200.103","7074","49566","HTTP","1437","HTTP/1.1 200 OK  (text/plain)"
"28930","14:57:24,519032","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.094.gzip HTTP/1.1 "
"29193","14:57:24,548012","10.87.173.45","192.168.200.103","7074","49566","HTTP","1073","HTTP/1.1 200 OK  (text/plain)"
"29195","14:57:24,806638","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.096.gzip HTTP/1.1 "
"29394","14:57:24,826902","10.87.173.45","192.168.200.103","7074","49566","HTTP","694","HTTP/1.1 200 OK  (text/plain)"
"29396","14:57:25,036202","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.106.gzip HTTP/1.1 "
"29575","14:57:25,053033","10.87.173.45","192.168.200.103","7074","49566","HTTP","903","HTTP/1.1 200 OK  (text/plain)"
"29578","14:57:25,264281","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.109.gzip HTTP/1.1 "
"29816","14:57:25,287276","10.87.173.45","192.168.200.103","7074","49566","HTTP","1416","HTTP/1.1 200 OK  (text/plain)"
"29820","14:57:25,492900","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.113.gzip HTTP/1.1 "
"29996","14:57:25,509636","10.87.173.45","192.168.200.103","7074","49566","HTTP","705","HTTP/1.1 200 OK  (text/plain)"
"29998","14:57:25,752073","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.118.gzip HTTP/1.1 "
"30185","14:57:25,769691","10.87.173.45","192.168.200.103","7074","49566","HTTP","1296","HTTP/1.1 200 OK  (text/plain)"
"30190","14:57:26,047722","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.120.gzip HTTP/1.1 "
"30374","14:57:26,064981","10.87.173.45","192.168.200.103","7074","49566","HTTP","291","HTTP/1.1 200 OK  (text/plain)"
"30376","14:57:26,245171","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.121.gzip HTTP/1.1 "
"30597","14:57:26,265596","10.87.173.45","192.168.200.103","7074","49566","HTTP","1185","HTTP/1.1 200 OK  (text/plain)"
"30599","14:57:26,495304","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.124.gzip HTTP/1.1 "
"30802","14:57:26,515687","10.87.173.45","192.168.200.103","7074","49566","HTTP","144","HTTP/1.1 200 OK  (text/plain)"
"30804","14:57:26,700124","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.125.gzip HTTP/1.1 "
"31007","14:57:26,722506","10.87.173.45","192.168.200.103","7074","49566","HTTP","1152","HTTP/1.1 200 OK  (text/plain)"
"31014","14:57:27,028236","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.127.gzip HTTP/1.1 "
"31249","14:57:27,056188","10.87.173.45","192.168.200.103","7074","49566","HTTP","1270","HTTP/1.1 200 OK  (text/plain)"
"31251","14:57:27,224512","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.129.gzip HTTP/1.1 "
"31499","14:57:27,247260","10.87.173.45","192.168.200.103","7074","49566","HTTP","1361","HTTP/1.1 200 OK  (text/plain)"
"31504","14:57:27,404346","192.168.200.103","10.87.173.45","49566","7074","HTTP","284","GET /av64bit-eps_62629/avx/Plugins/emalware.134.gzip HTTP/1.1 "
"31689","14:57:27,422211","10.87.173.45","192.168.200.103","7074","49566","HTTP","903","HTTP/1.1 200 OK  (text/plain)"
