"No.","Time","Source","Destination","Src. Port","Dst. Port","Protocol","Length","Info"
"210731","15:19:08,752759","192.168.200.103","192.168.200.77","49642","65003","HTTP/XML","1011","POST / HTTP/1.1 "
"210735","15:19:08,756568","192.168.200.77","192.168.200.103","65003","49642","HTTP/XML","1349","HTTP/1.1 200 OK "
"210748","15:19:08,784014","192.168.200.103","192.168.200.77","49643","65003","HTTP/XML","1011","POST / HTTP/1.1 "
"210751","15:19:08,788152","192.168.200.77","192.168.200.103","65003","49643","HTTP/XML","1349","HTTP/1.1 200 OK "
"211982","15:21:59,952151","192.168.200.77","192.168.200.103","27953","5357","HTTP/XML","1273","POST /90ebd481-4842-4092-beb7-5436846f55c5 HTTP/1.1 "
"211984","15:21:59,962157","192.168.200.103","192.168.200.77","5357","27953","HTTP","225","HTTP/1.1 202  "
"212004","15:22:00,240761","192.168.200.77","192.168.200.103","27959","5357","HTTP/XML","1273","POST /90ebd481-4842-4092-beb7-5436846f55c5 HTTP/1.1 "
"212005","15:22:00,256713","192.168.200.103","192.168.200.77","5357","27959","HTTP","225","HTTP/1.1 202  "
"212583","15:23:17,052388","fe80::8c1f:3009:bb43:567","fe80::684b:e47d:e479:54c0","49650","5357","HTTP/XML","807","POST /e8aa2622-80c8-4fcd-9848-25f27d2a1272/ HTTP/1.1 "
"212592","15:23:17,066984","fe80::8c1f:3009:bb43:567","fe80::684b:e47d:e479:54c0","49651","5357","HTTP/XML","807","POST /e8aa2622-80c8-4fcd-9848-25f27d2a1272/ HTTP/1.1 "
"212599","15:23:17,131400","fe80::684b:e47d:e479:54c0","fe80::8c1f:3009:bb43:567","5357","49651","HTTP/XML","975","HTTP/1.1 200  "
"212607","15:23:17,149090","fe80::684b:e47d:e479:54c0","fe80::8c1f:3009:bb43:567","5357","49650","HTTP/XML","975","HTTP/1.1 200  "
"213881","15:25:51,484805","192.168.200.103","173.223.38.30","49655","80","HTTP","203","GET /cgtile/v1/es-ES/Sports/Today.xml?cgversion=v6 HTTP/1.1 "
"213885","15:25:51,486974","192.168.200.103","173.223.38.30","49654","80","HTTP","212","GET /cgtile/v1/es-ES/HealthAndFitness/Home.xml?cgversion=v6 HTTP/1.1 "
"213888","15:25:51,496921","192.168.200.103","96.17.17.63","49656","80","HTTP","235","GET /Market.svc/AppTileV2?symbols=&contentType=-1&tileType=0&locale=es-ES HTTP/1.1 "
"213896","15:25:51,605845","173.223.38.30","192.168.200.103","80","49655","HTTP","569","HTTP/1.1 200 OK  (text/html)"
